ECM: 240
50 & 60 & 0.01996 & 500000 & 500000 & 0.003578 & 500000 & 500000 \\
50 & 70 & 0.01744 & 500000 & 500000 & 4.427e-05 & 500000 & 500000 \\
50 & 80 & 0.0156 & 500000 & 500000 & 3.318e-05 & 500000 & 500000 \\
50 & 90 & 0.01411 & 500000 & 500000 & 2.603e-05 & 500000 & 500000 \\
50 & 100 & 0.01252 & 500000 & 500000 & 2.034e-05 & 410307 & 410307 \\
50 & 110 & 0.01056 & 500000 & 500000 & 1.507e-05 & 500000 & 500000 \\
50 & 120 & 0.008634 & 500000 & 500000 & 1.074e-05 & 500000 & 500000 \\
50 & 130 & 0.006792 & 500000 & 500000 & 7.261e-06 & 500000 & 500000 \\
50 & 140 & 0.005089 & 500000 & 0 & 4.553e-06 & 500000 & 500000 \\
50 & 150 & 0.003553 & 500000 & 500000 & 2.564e-06 & 500000 & 500000 \\
50 & 160 & 0.002226 & 500000 & 500000 & 1.207e-06 & 500000 & 500000 \\
50 & 170 & 0.001157 & 500000 & 500000 & 4.11e-07 & 500000 & 500000 \\
55 & 65 & 0.01846 & 500000 & 500000 & 0.001331 & 500000 & 500000 \\
55 & 75 & 0.01593 & 500000 & 500000 & 3.455e-05 & 500000 & 500000 \\
55 & 85 & 0.01407 & 500000 & 500000 & 2.628e-05 & 500000 & 500000 \\
55 & 95 & 0.01251 & 500000 & 500000 & 2.05e-05 & 500000 & 500000 \\
55 & 105 & 0.0109 & 500000 & 500000 & 1.57e-05 & 500000 & 500000 \\
55 & 115 & 0.008969 & 500000 & 500000 & 1.125e-05 & 500000 & 500000 \\
55 & 125 & 0.007102 & 500000 & 500000 & 7.659e-06 & 500000 & 500000 \\
55 & 135 & 0.005344 & 500000 & 500000 & 4.824e-06 & 500000 & 500000 \\
55 & 145 & 0.003774 & 500000 & 500000 & 2.743e-06 & 500000 & 500000 \\
55 & 155 & 0.002386 & 500000 & 500000 & 1.302e-06 & 500000 & 500000 \\
55 & 165 & 0.00125 & 500000 & 500000 & 4.435e-07 & 500000 & 500000 \\
55 & 175 & 0.0004255 & 500000 & 500000 & 6.511e-08 & 400004 & 400004 \\
60 & 70 & 0.01685 & 500000 & 500000 & 3.91e-05 & 500000 & 500000 \\
60 & 80 & 0.01437 & 500000 & 500000 & 2.73e-05 & 500000 & 500000 \\
60 & 90 & 0.01249 & 500000 & 500000 & 2.068e-05 & 500000 & 500000 \\
60 & 100 & 0.01089 & 500000 & 500000 & 1.581e-05 & 500000 & 500000 \\
60 & 110 & 0.009258 & 500000 & 500000 & 1.171e-05 & 500000 & 500000 \\
60 & 120 & 0.007382 & 500000 & 500000 & 8.01e-06 & 500000 & 500000 \\
60 & 130 & 0.005601 & 500000 & 500000 & 5.094e-06 & 500000 & 500000 \\
60 & 140 & 0.00397 & 500000 & 500000 & 2.905e-06 & 500000 & -1 \\
60 & 150 & 0.002532 & 500000 & 500000 & 1.389e-06 & 500000 & 500000 \\
60 & 160 & 0.00134 & 500000 & 500000 & 4.76e-07 & 500000 & 500000 \\
60 & 170 & 0.0004572 & 500000 & 500000 & 6.766e-08 & 500000 & 500000 \\
60 & 180 & 6.172e-06 & 500000 & 500000 & 1.79e-09 & 500000 & 500000 \\
65 & 75 & 0.01519 & 500000 & 500000 & 3.086e-05 & 500000 & 500000 \\
65 & 85 & 0.01276 & 500000 & 500000 & 2.147e-05 & 500000 & 500000 \\
65 & 95 & 0.01087 & 500000 & 500000 & 1.592e-05 & 500000 & 500000 \\
65 & 105 & 0.009242 & 500000 & 500000 & 1.177e-05 & 500000 & 500000 \\
65 & 115 & 0.007614 & 500000 & 500000 & 8.324e-06 & 500000 & 500000 \\
65 & 125 & 0.005816 & 500000 & 500000 & 5.323e-06 & 500000 & 500000 \\
65 & 135 & 0.004147 & 500000 & 500000 & 3.055e-06 & 500000 & 500000 \\
65 & 145 & 0.002667 & 500000 & 6255 & 1.471e-06 & 500000 & 500000 \\
65 & 155 & 0.001424 & 500000 & 500000 & 5.072e-07 & 500000 & 500000 \\
65 & 165 & 0.000489 & 500000 & 500000 & 7.124e-08 & 500000 & 500000 \\
65 & 175 & 2.92e-06 & 500000 & 500000 & 6.476e-10 & 400026 & 400026 \\
65 & 185 & 1.235e-06 & 500000 & 500000 & 5.787e-10 & 500000 & 500000 \\
70 & 80 & 0.0135 & 500000 & 500000 & 2.43e-05 & 500000 & 500000 \\
70 & 90 & 0.01112 & 500000 & 500000 & 1.654e-05 & 500000 & 500000 \\
70 & 100 & 0.009228 & 500000 & 500000 & 1.184e-05 & 500000 & 500000 \\
70 & 110 & 0.00761 & 500000 & 500000 & 8.354e-06 & 500000 & 500000 \\
